0,1.024489
1,1.024489
2,1.233390
3,1.651447
4,1.651447
5,2.233753
6,2.233753
7,2.233753
8,2.634997
9,2.648740
10,2.648740
11,2.648740
12,2.648740
13,2.648740
14,2.648740
15,2.648740
16,2.648740
17,2.648740
18,2.648740
19,2.648740
20,2.648740
21,2.648740
22,2.648740
23,2.648740
24,2.648740
25,2.648740
26,2.648740
27,2.648740
28,2.648740
29,2.648740
30,2.731244
31,2.731244
32,2.731244
33,2.731244
34,2.850000
35,2.850000
36,2.850000
37,2.850000
38,2.850000
39,2.850000
40,2.850000
41,2.850000
42,2.850000
43,2.850000
44,2.850000
45,2.850000
46,2.850000
47,2.850000
48,2.850000
49,2.850000
50,2.850000
51,2.850000
52,2.850000
53,2.850000
54,2.850000
55,2.850000
56,2.850000
57,2.850000
58,2.850000
59,2.850000
60,2.850000
61,2.850000
62,2.850000
63,2.850000
64,2.850000
65,2.850000
66,2.850000
67,2.850000
68,2.850000
69,2.850000
70,2.850000
71,2.850000
72,2.850000
73,2.850000
74,2.850000
75,2.850000
76,2.850000
77,2.850000
78,2.850000
79,2.850000
80,2.850000
81,2.850000
82,2.850000
83,2.850000
84,2.850000
85,2.850000
86,2.850000
87,2.850000
88,2.850000
89,2.850000
90,2.850000
91,2.850000
92,2.850000
93,2.850000
94,2.850000
95,2.850000
96,2.850000
97,2.850000
98,2.850000
99,2.850000
100,2.850000
101,2.850000
102,2.850000
103,2.850000
104,2.850000
105,2.850000
106,2.850000
107,2.850000
108,2.850000
109,2.850000
110,2.850000
111,2.850000
112,2.850000
113,2.850000
114,2.850000
115,2.850000
116,2.850000
117,2.850000
118,2.850000
119,2.850000
120,2.850000
121,2.850000
122,2.850000
123,2.850000
124,2.850000
125,2.850000
126,2.850000
127,2.850000
128,2.850000
129,2.850000
130,2.850000
131,2.850000
132,2.850000
133,2.850000
134,2.850000
135,2.850000
136,2.850000
137,2.850000
138,2.850000
139,2.850000
140,2.850000
141,2.850000
142,2.850000
143,2.850000
144,2.850000
145,2.850000
146,2.850000
147,2.850000
148,2.850000
149,2.850000
150,2.850000
